,Pheno.MimNumber,value,Tissue,Disease,Gene Symbols,Gene.MimNumber,Cyto Location,Gtex_Tissue
909,146000,29.01,Temporal Lobe,HYPOCHONDROPLASIA; HCH,"FGFR3, ACH",134934,4p16.3,Brain
910,146000,19.04,skin,HYPOCHONDROPLASIA; HCH,"FGFR3, ACH",134934,4p16.3,Skin
911,146000,14.73,spinal cord,HYPOCHONDROPLASIA; HCH,"FGFR3, ACH",134934,4p16.3,Brain
912,146000,14.22,Pituitary,HYPOCHONDROPLASIA; HCH,"FGFR3, ACH",134934,4p16.3,Pituitary
913,146110,9.51,Testis Leydig Cell,HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7,"GNRHR, LHRHR, HH7",138850,4q13.2,Testis
914,146110,20.25,Pituitary,HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7,"GNRHR, LHRHR, HH7",138850,4q13.2,Pituitary
915,146110,9.6,Hypothalamus,HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7,"GNRHR, LHRHR, HH7",138850,4q13.2,Brain
916,146110,19.22,testis,HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7,"GNRHR, LHRHR, HH7",138850,4q13.2,Testis
917,146200,12.02,Thyroid,"HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH",PTH,168450,11p15.3,Thyroid
918,146200,12.02,Thyroid,"HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH","GCM2, GCMB, HRPT4",603716,6p24.2,Thyroid
919,146200,34.35,kidney,"HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH",PTH,168450,11p15.3,Kidney
920,146200,34.35,kidney,"HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH","GCM2, GCMB, HRPT4",603716,6p24.2,Kidney
921,146255,9.7,Appendix,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE; HDR","GATA3, HDR, HDRS",131320,10p14,
922,146255,45.02,kidney,"HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE; HDR","GATA3, HDR, HDRS",131320,10p14,Kidney
923,146300,33.16,fetal liver,"HYPOPHOSPHATASIA, ADULT","ALPL, HOPS, TNSALP",171760,1p36.12,
924,146300,23.91,kidney,"HYPOPHOSPHATASIA, ADULT","ALPL, HOPS, TNSALP",171760,1p36.12,Kidney
925,146300,36.54,Liver,"HYPOPHOSPHATASIA, ADULT","ALPL, HOPS, TNSALP",171760,1p36.12,Liver
926,146510,31.34,Pituitary,PALLISTER-HALL SYNDROME; PHS,"GLI3, PAPA, PAPB",165240,7p14.1,Pituitary
927,146510,8.36,Heart,PALLISTER-HALL SYNDROME; PHS,"GLI3, PAPA, PAPB",165240,7p14.1,Heart
928,146510,21.23,Hypothalamus,PALLISTER-HALL SYNDROME; PHS,"GLI3, PAPA, PAPB",165240,7p14.1,Brain
929,146590,100.0,skin,"ICHTHYOSIS HYSTRIX, CURTH-MACKLIN TYPE; IHCM","KRT1, EPPK, NEPPK, EHK",139350,12q13.13,Skin
930,146800,91.45,skin,ICHTHYOSIS BULLOSA OF SIEMENS; IBS,"KRT2, KRT2A, KRT2E",600194,12q13.13,Skin
931,147250,32.87,Pituitary,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI,"SHH, HPE3, HLP3, SMMCI, MCOPCB5",600725,7q36.3,Pituitary
932,147250,14.45,TONGUE,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI,"SHH, HPE3, HLP3, SMMCI, MCOPCB5",600725,7q36.3,
933,147250,12.4,Skeletal Muscle,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI,"SHH, HPE3, HLP3, SMMCI, MCOPCB5",600725,7q36.3,Muscle
934,147891,12.58,skin,ISCHIOCOXOPODOPATELLAR SYNDROME; ICPPS,"TBX4, ICPPS",601719,17q23.2,Skin
935,147891,42.22,Skeletal Muscle,ISCHIOCOXOPODOPATELLAR SYNDROME; ICPPS,"TBX4, ICPPS",601719,17q23.2,Muscle
936,147891,8.03,TONGUE,ISCHIOCOXOPODOPATELLAR SYNDROME; ICPPS,"TBX4, ICPPS",601719,17q23.2,
937,147891,11.26,kidney,ISCHIOCOXOPODOPATELLAR SYNDROME; ICPPS,"TBX4, ICPPS",601719,17q23.2,Kidney
938,147950,39.59,TONGUE,HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA; HH2,"FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL",136350,8p11.23,
939,147950,8.58,Tonsil,HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA; HH2,"FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL",136350,8p11.23,
940,147950,9.92,salivary gland,HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA; HH2,"FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL",136350,8p11.23,Salivary Gland
941,148190,25.83,skin,"KERATITIS, HEREDITARY","PAX6, AN2, MGDA, FVH1, ASGD5",607108,11p13,Skin
942,148190,25.42,Adrenal Cortex,"KERATITIS, HEREDITARY","PAX6, AN2, MGDA, FVH1, ASGD5",607108,11p13,Adrenal Gland
943,148190,11.12,salivary gland,"KERATITIS, HEREDITARY","PAX6, AN2, MGDA, FVH1, ASGD5",607108,11p13,Salivary Gland
944,148700,61.62,skin,"PALMOPLANTAR KERATODERMA I, STRIATE, FOCAL, OR DIFFUSE; PPKS1","DSG1, PPKS1, SPPK1, EPKHE",125670,18q12.1,Skin
945,148820,39.05,skin,"WAARDENBURG SYNDROME, TYPE 3; WS3","PAX3, WS1, HUP2, CDHS, WS3",606597,2q36.1,Skin
946,150800,24.45,Smooth Muscle,HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER; HLRCC,"FH, HLRCC, MCUL1, FMRD",136850,1q43,Muscle
947,150800,47.35,skin,HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER; HLRCC,"FH, HLRCC, MCUL1, FMRD",136850,1q43,Skin
948,150800,8.95,kidney,HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER; HLRCC,"FH, HLRCC, MCUL1, FMRD",136850,1q43,Kidney
949,150800,12.5,Uterus,HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER; HLRCC,"FH, HLRCC, MCUL1, FMRD",136850,1q43,Uterus
950,151100,36.59,skin,LEOPARD SYNDROME 1; LPRD1,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,Skin
951,151100,37.46,Heart,LEOPARD SYNDROME 1; LPRD1,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,Heart
952,151623,11.52,skin,LI-FRAUMENI SYNDROME; LFS,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Skin
953,151623,19.72,Adrenal Cortex,LI-FRAUMENI SYNDROME; LFS,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Adrenal Gland
954,151623,8.44,leukemia lymphoblastic,LI-FRAUMENI SYNDROME; LFS,"TP53, P53, LFS1 , BCC7",191170,17p13.1,
955,151623,9.63,Lung,LI-FRAUMENI SYNDROME; LFS,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Lung
956,151660,8.62,Liver,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2; FPLD2","LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS, LGMD1B",150330,1q22,Liver
957,151660,40.95,ADIPOCYTE,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2; FPLD2","LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS, LGMD1B",150330,1q22,Adipose Tissue
958,152700,9.56,skin,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2A, IGFR2, CD32",146790,1q23.3,Skin
959,152700,9.56,skin,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"PTPN22, PEP, PTPN8, LYP",600716,1p13.2,Skin
960,152700,9.56,skin,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"CTLA4, IDDM12, CELIAC3, ALPS5",123890,2q33.2,Skin
961,152700,9.56,skin,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"DNASE1, DNL1",125505,16p13.3,Skin
962,152700,9.56,skin,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2B, CD32",604590,1q23.3,Skin
963,152700,9.56,skin,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"TREX1, AGS1, CRV, HERNS",606609,3p21.31,Skin
964,152700,8.39,Adrenal Cortex,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2A, IGFR2, CD32",146790,1q23.3,Adrenal Gland
965,152700,8.39,Adrenal Cortex,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"PTPN22, PEP, PTPN8, LYP",600716,1p13.2,Adrenal Gland
966,152700,8.39,Adrenal Cortex,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"CTLA4, IDDM12, CELIAC3, ALPS5",123890,2q33.2,Adrenal Gland
967,152700,8.39,Adrenal Cortex,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"DNASE1, DNL1",125505,16p13.3,Adrenal Gland
968,152700,8.39,Adrenal Cortex,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2B, CD32",604590,1q23.3,Adrenal Gland
969,152700,8.39,Adrenal Cortex,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"TREX1, AGS1, CRV, HERNS",606609,3p21.31,Adrenal Gland
970,152700,13.6,kidney,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2A, IGFR2, CD32",146790,1q23.3,Kidney
971,152700,13.6,kidney,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"PTPN22, PEP, PTPN8, LYP",600716,1p13.2,Kidney
972,152700,13.6,kidney,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"CTLA4, IDDM12, CELIAC3, ALPS5",123890,2q33.2,Kidney
973,152700,13.6,kidney,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"DNASE1, DNL1",125505,16p13.3,Kidney
974,152700,13.6,kidney,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2B, CD32",604590,1q23.3,Kidney
975,152700,13.6,kidney,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"TREX1, AGS1, CRV, HERNS",606609,3p21.31,Kidney
976,152700,14.61,B cells,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2A, IGFR2, CD32",146790,1q23.3,Blood
977,152700,14.61,B cells,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"PTPN22, PEP, PTPN8, LYP",600716,1p13.2,Blood
978,152700,14.61,B cells,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"CTLA4, IDDM12, CELIAC3, ALPS5",123890,2q33.2,Blood
979,152700,14.61,B cells,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"DNASE1, DNL1",125505,16p13.3,Blood
980,152700,14.61,B cells,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"FCGR2B, CD32",604590,1q23.3,Blood
981,152700,14.61,B cells,SYSTEMIC LUPUS ERYTHEMATOSUS; SLE,"TREX1, AGS1, CRV, HERNS",606609,3p21.31,Blood
982,153100,42.66,lymph node,"LYMPHEDEMA, HEREDITARY, IA; LMPH1A","FLT4, VEGFR3, PCL, LMPH1A",136352,5q35.3,
983,153100,28.63,skin,"LYMPHEDEMA, HEREDITARY, IA; LMPH1A","FLT4, VEGFR3, PCL, LMPH1A",136352,5q35.3,Skin
984,153480,17.75,skin,MOVED TO 158350,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,Skin
985,153480,29.53,Thyroid,MOVED TO 158350,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,Thyroid
986,153480,17.82,Prostate,MOVED TO 158350,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,Prostate
987,154500,26.69,TONGUE,TREACHER COLLINS SYNDROME 1; TCS1,"TCOF1, MFD1, TCS1",606847,5q32-q33,
988,154500,8.01,Heart,TREACHER COLLINS SYNDROME 1; TCS1,"TCOF1, MFD1, TCS1",606847,5q32-q33,Heart
989,154500,10.0,skin,TREACHER COLLINS SYNDROME 1; TCS1,"TCOF1, MFD1, TCS1",606847,5q32-q33,Skin
990,154700,44.85,Heart,MARFAN SYNDROME; MFS,"FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS",134797,15q21.1,Heart
991,154700,11.43,skin,MARFAN SYNDROME; MFS,"FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS",134797,15q21.1,Skin
992,155100,18.02,kidney,MACROTHROMBOCYTOPENIA AND GRANULOCYTE INCLUSIONS WITH OR WITHOUT NEPHRITIS OR SENSORINEURAL HEARING LOSS; MATINS,"MYH9, MHA, FTNS, DFNA17, BDPLT6, MATINS",160775,22q12.3,Kidney
993,155100,25.05,bone marrow,MACROTHROMBOCYTOPENIA AND GRANULOCYTE INCLUSIONS WITH OR WITHOUT NEPHRITIS OR SENSORINEURAL HEARING LOSS; MATINS,"MYH9, MHA, FTNS, DFNA17, BDPLT6, MATINS",160775,22q12.3,Bone Marrow
994,155240,10.5,adrenal gland,"THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC","RET, MEN2A, HSCR1",164761,10q11.21,Adrenal Gland
995,155240,10.5,adrenal gland,"THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC","NTRK1, TRKA, MTC",191315,1q23.1,Adrenal Gland
996,155240,71.13,Thyroid,"THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC","RET, MEN2A, HSCR1",164761,10q11.21,Thyroid
997,155240,71.13,Thyroid,"THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC","NTRK1, TRKA, MTC",191315,1q23.1,Thyroid
998,155255,8.74,Whole Brain,MEDULLOBLASTOMA; MDB,"SUFU, SUFUXL, SUFUH, JBTS32",607035,10q24.32,Brain
999,155255,8.74,Whole Brain,MEDULLOBLASTOMA; MDB,"CTNNB1, MRD19, EVR7",116806,3p22.1,Brain
1000,155255,8.74,Whole Brain,MEDULLOBLASTOMA; MDB,PTCH2,603673,1p34.1,Brain
1001,155255,8.74,Whole Brain,MEDULLOBLASTOMA; MDB,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,Brain
1002,155255,27.36,cerebellum,MEDULLOBLASTOMA; MDB,"SUFU, SUFUXL, SUFUH, JBTS32",607035,10q24.32,Brain
1003,155255,27.36,cerebellum,MEDULLOBLASTOMA; MDB,"CTNNB1, MRD19, EVR7",116806,3p22.1,Brain
1004,155255,27.36,cerebellum,MEDULLOBLASTOMA; MDB,PTCH2,603673,1p34.1,Brain
1005,155255,27.36,cerebellum,MEDULLOBLASTOMA; MDB,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,Brain
1006,155255,10.11,spinal cord,MEDULLOBLASTOMA; MDB,"SUFU, SUFUXL, SUFUH, JBTS32",607035,10q24.32,Brain
1007,155255,10.11,spinal cord,MEDULLOBLASTOMA; MDB,"CTNNB1, MRD19, EVR7",116806,3p22.1,Brain
1008,155255,10.11,spinal cord,MEDULLOBLASTOMA; MDB,PTCH2,603673,1p34.1,Brain
1009,155255,10.11,spinal cord,MEDULLOBLASTOMA; MDB,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,Brain
1010,155601,58.52,skin,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2; CMM2","CDKN2A, MTS1, P16, MLM, CMM2",600160,9p21.3,Skin
1011,155601,23.45,lymph node,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2; CMM2","CDKN2A, MTS1, P16, MLM, CMM2",600160,9p21.3,
1012,156400,36.87,PLACENTA,"METAPHYSEAL CHONDRODYSPLASIA, JANSEN TYPE","PTHR1, PTHR, PFE, PTH1R",168468,3p21.31,
1013,156400,25.48,kidney,"METAPHYSEAL CHONDRODYSPLASIA, JANSEN TYPE","PTHR1, PTHR, PFE, PTH1R",168468,3p21.31,Kidney
1014,156400,17.28,testis,"METAPHYSEAL CHONDRODYSPLASIA, JANSEN TYPE","PTHR1, PTHR, PFE, PTH1R",168468,3p21.31,Testis
1015,156400,13.56,Pancreas,"METAPHYSEAL CHONDRODYSPLASIA, JANSEN TYPE","PTHR1, PTHR, PFE, PTH1R",168468,3p21.31,Pancreas
1016,156500,22.18,Monocytes,"METAPHYSEAL CHONDRODYSPLASIA, SCHMID TYPE; MCDS",COL10A1,120110,6q22.1,Blood
1017,156500,77.82,ADIPOCYTE,"METAPHYSEAL CHONDRODYSPLASIA, SCHMID TYPE; MCDS",COL10A1,120110,6q22.1,Adipose Tissue
1018,157170,8.52,Olfactory Bulb,HOLOPROSENCEPHALY 2; HPE2,"SIX3, HPE2",603714,2p21,Brain
1019,157170,12.17,Pituitary,HOLOPROSENCEPHALY 2; HPE2,"SIX3, HPE2",603714,2p21,Pituitary
1020,157170,9.83,cerebellum,HOLOPROSENCEPHALY 2; HPE2,"SIX3, HPE2",603714,2p21,Brain
1021,157170,8.3,fetal brain,HOLOPROSENCEPHALY 2; HPE2,"SIX3, HPE2",603714,2p21,
1022,158320,15.57,Colorectal Adenocarcinoma,MUIR-TORRE SYNDROME; MRTES,"MLH1, COCA2, HNPCC2",120436,3p22.2,
1023,158320,15.57,Colorectal Adenocarcinoma,MUIR-TORRE SYNDROME; MRTES,"MSH2, COCA1, FCC1, HNPCC1",609309,2p21-p16,
1024,158320,69.28,skin,MUIR-TORRE SYNDROME; MRTES,"MLH1, COCA2, HNPCC2",120436,3p22.2,Skin
1025,158320,69.28,skin,MUIR-TORRE SYNDROME; MRTES,"MSH2, COCA1, FCC1, HNPCC1",609309,2p21-p16,Skin
1026,158330,22.35,testis,MULLERIAN APLASIA AND HYPERANDROGENISM,"WNT4, SERKAL",603490,1p36.12,Testis
1027,158330,35.2,Uterus,MULLERIAN APLASIA AND HYPERANDROGENISM,"WNT4, SERKAL",603490,1p36.12,Uterus
1028,158330,8.83,Ovary,MULLERIAN APLASIA AND HYPERANDROGENISM,"WNT4, SERKAL",603490,1p36.12,Ovary
1029,158590,42.1,spinal cord,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIA; HMN2A","HSPB8, H11, E2IG1, DHMN2, CMT2L, HMN2A",608014,12q24.23,Brain
1030,158590,15.83,Skeletal Muscle,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIA; HMN2A","HSPB8, H11, E2IG1, DHMN2, CMT2L, HMN2A",608014,12q24.23,Muscle
1031,159001,65.93,Skeletal Muscle,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1B; LGMD1B","LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS, LGMD1B",150330,1q22,Muscle
1032,159900,15.48,Thalamus,"DYSTONIA 11, MYOCLONIC; DYT11","SGCE, DYT11",604149,7q21.3,Brain
1033,159900,38.34,globus pallidus,"DYSTONIA 11, MYOCLONIC; DYT11","SGCE, DYT11",604149,7q21.3,Brain
1034,159900,12.48,subthalamic nucleus,"DYSTONIA 11, MYOCLONIC; DYT11","SGCE, DYT11",604149,7q21.3,Brain
1035,160120,13.84,Cerebellum Peduncles,"EPISODIC ATAXIA, TYPE 1; EA1","KCNA1, AEMK, EA1",176260,12p13.32,Brain
1036,160120,41.52,cerebellum,"EPISODIC ATAXIA, TYPE 1; EA1","KCNA1, AEMK, EA1",176260,12p13.32,Brain
1037,160900,10.41,Heart,MYOTONIC DYSTROPHY 1; DM1,"DMPK, DM, DMK",605377,19q13.32,Heart
1038,160900,29.3,Skeletal Muscle,MYOTONIC DYSTROPHY 1; DM1,"DMPK, DM, DMK",605377,19q13.32,Muscle
1039,160980,16.51,adrenal gland,"CARNEY COMPLEX, TYPE 1; CNC1","PRKAR1A, TSE1, CNC1, CAR, PPNAD1, ACRDYS1",188830,17q24.2,Adrenal Gland
1040,160980,12.14,skin,"CARNEY COMPLEX, TYPE 1; CNC1","PRKAR1A, TSE1, CNC1, CAR, PPNAD1, ACRDYS1",188830,17q24.2,Skin
1041,160980,17.01,Pituitary,"CARNEY COMPLEX, TYPE 1; CNC1","PRKAR1A, TSE1, CNC1, CAR, PPNAD1, ACRDYS1",188830,17q24.2,Pituitary
1042,160980,24.17,Adrenal Cortex,"CARNEY COMPLEX, TYPE 1; CNC1","PRKAR1A, TSE1, CNC1, CAR, PPNAD1, ACRDYS1",188830,17q24.2,Adrenal Gland
1043,161400,15.71,Pons,NARCOLEPSY 1; NRCLP1,"HCRT, OX, NRCLP1",602358,17q21.2,Brain
1044,161400,8.24,Amygdala,NARCOLEPSY 1; NRCLP1,"HCRT, OX, NRCLP1",602358,17q21.2,Brain
1045,161400,23.77,Hypothalamus,NARCOLEPSY 1; NRCLP1,"HCRT, OX, NRCLP1",602358,17q21.2,Brain
1046,161800,75.49,Skeletal Muscle,NEMALINE MYOPATHY 3; NEM3,"ACTA1, ASMA, NEM3, CFTD1, SHPM",102610,1q42.13,Muscle
1047,162091,30.31,skin,SCHWANNOMATOSIS 1; SWNTS1,NF2,607379,22q12.2,Skin
1048,162091,30.31,skin,SCHWANNOMATOSIS 1; SWNTS1,"SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3",601607,22q11.23,Skin
1049,162091,10.5,Temporal Lobe,SCHWANNOMATOSIS 1; SWNTS1,NF2,607379,22q12.2,Brain
1050,162091,10.5,Temporal Lobe,SCHWANNOMATOSIS 1; SWNTS1,"SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3",601607,22q11.23,Brain
1051,162091,9.06,Skeletal Muscle,SCHWANNOMATOSIS 1; SWNTS1,NF2,607379,22q12.2,Muscle
1052,162091,9.06,Skeletal Muscle,SCHWANNOMATOSIS 1; SWNTS1,"SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3",601607,22q11.23,Muscle
1053,162091,37.31,spinal cord,SCHWANNOMATOSIS 1; SWNTS1,NF2,607379,22q12.2,Brain
1054,162091,37.31,spinal cord,SCHWANNOMATOSIS 1; SWNTS1,"SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3",601607,22q11.23,Brain
1055,162091,12.83,Medulla Oblongata,SCHWANNOMATOSIS 1; SWNTS1,NF2,607379,22q12.2,Brain
1056,162091,12.83,Medulla Oblongata,SCHWANNOMATOSIS 1; SWNTS1,"SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3",601607,22q11.23,Brain
1057,162210,82.28,spinal cord,"NEUROFIBROMATOSIS, FAMILIAL SPINAL","NF1, VRNF, WSS, NFNS",613113,17q11.2,Brain
1058,162210,17.72,skin,"NEUROFIBROMATOSIS, FAMILIAL SPINAL","NF1, VRNF, WSS, NFNS",613113,17q11.2,Skin
1059,162300,21.63,adrenal gland,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB; MEN2B","RET, MEN2A, HSCR1",164761,10q11.21,Adrenal Gland
1060,162300,12.54,Pituitary,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB; MEN2B","RET, MEN2A, HSCR1",164761,10q11.21,Pituitary
1061,162300,31.01,Thyroid,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB; MEN2B","RET, MEN2A, HSCR1",164761,10q11.21,Thyroid
1062,162300,9.24,Pancreas,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB; MEN2B","RET, MEN2A, HSCR1",164761,10q11.21,Pancreas
1063,162400,14.25,spinal cord,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA; HSAN1A","SPTLC1, LBC1, SPT1, HSN1, HSAN",605712,9q22.31,Brain
1064,162400,9.41,TONGUE,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA; HSAN1A","SPTLC1, LBC1, SPT1, HSN1, HSAN",605712,9q22.31,
1065,162400,10.13,Cerebellum Peduncles,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA; HSAN1A","SPTLC1, LBC1, SPT1, HSN1, HSAN",605712,9q22.31,Brain
1066,162400,22.42,dorsal root ganglion,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA; HSAN1A","SPTLC1, LBC1, SPT1, HSN1, HSAN",605712,9q22.31,Brain
1067,162400,12.98,skin,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA; HSAN1A","SPTLC1, LBC1, SPT1, HSN1, HSAN",605712,9q22.31,Skin
1068,162800,10.56,Monocytes,CYCLIC NEUTROPENIA,"ELANE, ELA2, SCN1",130130,19p13.3,Blood
1069,162800,37.53,bone marrow,CYCLIC NEUTROPENIA,"ELANE, ELA2, SCN1",130130,19p13.3,Bone Marrow
1070,163500,9.27,Pituitary,"NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2; CSNBAD2","PDE6B, PDEB, RP40, CSNBAD2",180072,4p16.3,Pituitary
1071,163500,33.28,Occipital Lobe,"NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2; CSNBAD2","PDE6B, PDEB, RP40, CSNBAD2",180072,4p16.3,Brain
1072,163950,27.96,Heart,NOONAN SYNDROME 1; NS1,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,Heart
1073,163950,10.53,skin,NOONAN SYNDROME 1; NS1,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,Skin
1074,163950,9.08,leukemia lymphoblastic,NOONAN SYNDROME 1; NS1,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,
1075,163950,8.09,leukemia chronic myelogenous,NOONAN SYNDROME 1; NS1,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,
1076,164200,13.09,kidney,OCULODENTODIGITAL DYSPLASIA; ODDD,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP3",121014,6q22.31,Kidney
1077,164200,53.71,TONGUE,OCULODENTODIGITAL DYSPLASIA; ODDD,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP3",121014,6q22.31,
1078,164200,26.2,Heart,OCULODENTODIGITAL DYSPLASIA; ODDD,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP3",121014,6q22.31,Heart
1079,164300,80.02,Skeletal Muscle,OCULOPHARYNGEAL MUSCULAR DYSTROPHY; OPMD,"PABPN1, PABP2, PAB2",602279,14q11.2,Muscle
1080,164400,8.47,Cerebellum Peduncles,SPINOCEREBELLAR ATAXIA 1; SCA1,"ATXN1, ATX1, SCA1",601556,6p22.3,Brain
1081,164400,24.54,cerebellum,SPINOCEREBELLAR ATAXIA 1; SCA1,"ATXN1, ATX1, SCA1",601556,6p22.3,Brain
1082,164500,12.87,Pons,SPINOCEREBELLAR ATAXIA 7; SCA7,"ATXN7, SCA7, OPCA3",607640,3p14.1,Brain
1083,164500,25.57,cerebellum,SPINOCEREBELLAR ATAXIA 7; SCA7,"ATXN7, SCA7, OPCA3",607640,3p14.1,Brain
